id,name,symbol,slung,rank,is_active,first_history,last_history
2490,CargoX,CXO,cargox,613,1,2018-01-31T22:09:29.000Z,2022-06-08T19:09:00.000Z
2492,Elastos,ELA,elastos,457,1,2018-02-01T22:54:29.000Z,2022-06-08T19:09:00.000Z
2496,Polymath,POLY,polymath-network,131,1,2018-02-02T03:14:29.000Z,2022-06-08T19:09:00.000Z
2497,Medicalchain,MTN,medical-chain,1692,1,2018-02-03T19:04:30.000Z,2022-06-08T19:09:00.000Z
2499,SwissBorg,CHSB,swissborg,121,1,2018-02-03T19:04:30.000Z,2022-06-08T19:09:00.000Z
2501,adbank,ADB,adbank,1865,1,2018-02-03T19:04:29.000Z,2022-06-08T19:09:00.000Z
2502,Huobi Token,HT,huobi-token,51,1,2018-02-03T19:54:29.000Z,2022-06-08T19:09:00.000Z
2503,DMarket,DMT,dmarket,2126,1,2018-02-03T19:59:29.000Z,2022-06-08T19:09:00.000Z
2505,Bluzelle,BLZ,bluzelle,387,1,2018-02-06T18:34:30.000Z,2022-06-08T19:09:00.000Z
2506,Swarm,SWM,swarm-network,1678,1,2018-02-07T04:09:29.000Z,2022-06-08T19:09:00.000Z
2507,THEKEY,TKY,thekey,1565,1,2018-02-07T05:54:29.000Z,2022-06-08T19:09:00.000Z
2511,WePower,WPR,wepower,1528,1,2018-02-09T03:09:30.000Z,2022-06-08T19:09:00.000Z
2513,GoldMint,MNTP,goldmint,1675,1,2018-02-09T18:54:21.000Z,2022-06-08T19:09:00.000Z
2525,Alphacat,ACAT,alphacat,2535,1,2018-02-15T22:04:21.000Z,2022-06-08T19:09:00.000Z
2528,Dether,DTH,dether,1919,1,2018-02-15T23:49:20.000Z,2022-06-08T19:09:00.000Z
2529,Cashaa,CAS,cashaa,875,1,2018-02-15T23:54:21.000Z,2022-06-08T19:09:00.000Z
2530,Fusion,FSN,fusion,573,1,2018-02-16T06:59:20.000Z,2022-06-08T19:09:00.000Z
2535,Edge,EDGE,edge,8096,1,2018-02-20T01:59:20.000Z,2022-06-08T19:09:00.000Z
2536,Neurotoken,NTK,neurotoken,2003,1,2018-02-20T01:59:20.000Z,2022-06-08T19:09:00.000Z
2537,Gems ,GEM,gems-protocol,2170,1,2018-02-20T21:54:21.000Z,2022-06-08T19:09:00.000Z
2539,Ren,REN,ren,162,1,2018-02-21T16:19:21.000Z,2022-06-08T19:09:00.000Z
2540,Litecoin Cash,LCC,litecoin-cash,1113,1,2018-02-21T22:34:20.000Z,2022-06-08T19:09:00.000Z
2544,Nitro Network,NCash,nucleus-vision,1360,1,2018-02-26T16:19:21.000Z,2022-06-08T19:09:00.000Z
2545,Arcblock,ABT,arcblock,861,1,2018-02-26T16:44:21.000Z,2022-06-08T19:09:00.000Z
2546,Remme,REM,remme,1966,1,2018-02-26T17:39:21.000Z,2022-06-08T19:09:00.000Z
2548,POA Network,POA,poa,716,1,2018-02-28T16:34:21.000Z,2022-06-08T19:09:00.000Z
2552,IHT Real Estate Protocol,IHT,iht-real-estate-protocol,1985,1,2018-03-01T20:29:21.000Z,2022-06-08T19:09:00.000Z
2553,Refereum,RFR,refereum,480,1,2018-03-01T20:29:21.000Z,2022-06-08T19:09:00.000Z
2554,Lympo,LYM,lympo,1208,1,2018-03-01T21:24:21.000Z,2022-06-08T19:09:00.000Z
2555,Sether,SETH,sether,1736,1,2018-03-01T21:24:21.000Z,2022-06-08T19:09:00.000Z
2556,Credits,CS,credits,1252,1,2018-03-03T01:04:20.000Z,2022-06-08T19:09:00.000Z
2558,Insights Network,INSTAR,insights-network,1344,1,2018-03-03T01:04:20.000Z,2022-06-08T19:09:00.000Z
2561,BitTube,TUBE,bit-tube,1911,1,2018-03-06T00:44:20.000Z,2022-06-08T19:09:00.000Z
2562,Education Ecosystem,LEDU,education-ecosystem,1789,1,2018-03-06T00:44:20.000Z,2022-06-08T19:09:00.000Z
2563,TrueUSD,TUSD,trueusd,45,1,2018-03-06T04:34:21.000Z,2022-06-08T19:09:00.000Z
2564,HOQU,HQX,hoqu,2043,1,2018-03-08T00:39:20.000Z,2022-06-08T19:09:00.000Z
2565,StarterCoin,STAC,startercoin,2534,1,2018-03-08T01:19:20.000Z,2022-06-08T19:09:00.000Z
2566,Ontology,ONT,ontology,124,1,2018-03-08T07:14:20.000Z,2022-06-08T19:09:00.000Z
2567,DATx,DATX,datx,2605,1,2018-03-08T07:24:21.000Z,2022-06-08T19:09:00.000Z
2569,CoinPoker,CHP,coinpoker,802,1,2018-03-08T22:19:20.000Z,2022-06-08T19:09:00.000Z
2570,TomoChain,TOMO,tomochain,378,1,2018-03-08T22:34:20.000Z,2022-06-08T19:09:00.000Z
2571,Graft,GRFT,graft,2420,1,2018-03-09T17:59:20.000Z,2022-06-08T19:09:00.000Z
2572,BABB,BAX,babb,958,1,2018-03-09T17:59:20.000Z,2022-06-08T19:09:00.000Z
2573,Electrify.Asia,ELEC,electrifyasia,1830,1,2018-03-09T17:59:20.000Z,2022-06-08T19:09:00.000Z
2575,Bitcoin Private,BTCP,bitcoin-private,826,1,2018-03-10T15:54:20.000Z,2022-06-08T19:09:00.000Z
2576,Tokenomy,TEN,tokenomy,884,1,2018-03-10T19:19:20.000Z,2022-06-08T19:09:00.000Z
2577,Ravencoin,RVN,ravencoin,117,1,2018-03-10T20:39:21.000Z,2022-06-08T19:09:00.000Z
2578,TE-FOOD,TONE,te-food,776,1,2018-03-10T20:34:20.000Z,2022-06-08T19:09:00.000Z
2579,ShipChain,SHIP,shipchain,1839,1,2018-03-10T20:54:20.000Z,2022-06-08T19:09:00.000Z
2584,Debitum,DEB,debitum-network,1723,1,2018-03-13T22:44:20.000Z,2022-06-08T19:09:00.000Z
2585,CENNZnet,CENNZ,centrality,384,1,2018-03-13T23:39:21.000Z,2022-06-08T19:09:00.000Z
2586,Synthetix,SNX,synthetix-network-token,114,1,2018-03-14T16:54:21.000Z,2022-06-08T19:09:00.000Z
2588,Loom Network,LOOM,loom-network,330,1,2018-03-14T20:29:20.000Z,2022-06-08T19:09:00.000Z
2592,Banca,BANCA,banca,1807,1,2018-03-19T14:29:21.000Z,2022-06-08T19:09:00.000Z
2595,NANJCOIN,NANJ,nanjcoin,1138,1,2018-03-20T19:59:21.000Z,2022-06-08T19:09:00.000Z
2597,UpToken,UP,uptoken,2265,1,2018-03-21T01:24:21.000Z,2022-06-08T19:09:00.000Z
2601,1World,1WO,1world,1229,1,2018-03-21T21:19:21.000Z,2022-06-08T19:09:00.000Z
2603,Pundi X (Old),NPXS,pundi-x,7943,1,2018-03-22T17:04:21.000Z,2022-06-08T19:09:00.000Z
2604,Bitcoin Green,BITG,bitcoin-green,2136,1,2018-03-22T18:14:21.000Z,2022-06-08T19:09:00.000Z
2605,BnkToTheFuture,BFT,bnktothefuture,988,1,2018-03-22T20:39:20.000Z,2022-06-08T19:09:00.000Z
2606,Wanchain,WAN,wanchain,456,1,2018-03-23T15:14:21.000Z,2022-06-08T19:09:00.000Z
2607,AMLT,AMLT,amlt,1559,1,2018-03-23T19:34:21.000Z,2022-06-08T19:09:00.000Z
2608,Mithril,MITH,mithril,628,1,2018-03-24T19:39:21.000Z,2022-06-08T19:09:00.000Z
2614,BlitzPick,XBP,blitzpredict,2084,1,2018-03-27T17:14:22.000Z,2022-06-08T19:09:00.000Z
2616,Stipend,SPD,stipend,1931,1,2018-03-27T17:14:21.000Z,2022-06-08T19:09:00.000Z
2620,Carbon,SWTH,switcheo,823,1,2018-04-02T18:29:22.000Z,2022-06-08T19:09:00.000Z
2624,Sentinel Chain,SENC,sentinel-chain,2295,1,2018-04-02T18:54:21.000Z,2022-06-08T19:09:00.000Z
2626,Friendz,FDZ,friends,2176,1,2018-04-04T19:44:21.000Z,2022-06-08T19:09:00.000Z
2627,TokenPay,TPAY,tokenpay,2424,1,2018-04-05T15:39:22.000Z,2022-06-08T19:09:00.000Z
2628,Rentberry,BERRY,rentberry,2200,1,2018-04-07T00:19:21.000Z,2022-06-08T19:09:00.000Z
2629,Scala,XLA,scala,1637,1,2018-04-09T17:04:22.000Z,2022-06-08T19:09:00.000Z
2630,PolySwarm,NCT,polyswarm,487,1,2018-04-10T22:04:22.000Z,2022-06-08T19:09:00.000Z
2631,ODEM,ODE,odem,6820,1,2018-04-10T22:04:23.000Z,2022-06-08T19:09:00.000Z
2633,Stakenet,XSN,stakenet,1425,1,2018-04-13T20:54:26.000Z,2022-06-08T19:09:00.000Z
2634,XDC Network,XDC,xinfin,88,1,2018-04-13T20:59:26.000Z,2022-06-08T19:09:00.000Z
2638,Cortex,CTXC,cortex,548,1,2018-04-16T20:19:25.000Z,2022-06-08T19:09:00.000Z
2642,CyberVein,CVT,cybervein,1295,1,2018-04-17T20:49:25.000Z,2022-06-08T19:09:00.000Z
2643,Sentinel,DVPN,sentinel,727,1,2018-04-17T20:49:25.000Z,2022-06-08T19:09:00.000Z
2644,eosDAC,EOSDAC,eosdac,1856,1,2018-04-17T20:49:25.000Z,2022-06-08T19:09:00.000Z
2645,U Network,UUU,u-network,1858,1,2018-04-17T20:49:25.000Z,2022-06-08T19:09:00.000Z
2653,Auctus,AUC,auctus,1851,1,2018-04-20T18:24:26.000Z,2022-06-08T19:09:00.000Z
2655,Monero Classic,XMC,monero-classic,896,1,2018-04-20T18:24:26.000Z,2022-06-08T19:09:00.000Z
2658,Smart MFG,MFG,smart-mfg,1027,1,2018-04-20T18:24:26.000Z,2022-06-08T19:09:00.000Z
2660,Aditus,ADI,aditus,2412,1,2018-04-23T23:14:24.000Z,2022-06-08T19:09:00.000Z
2661,Tripio,TRIO,tripio,1569,1,2018-05-09T16:59:24.000Z,2022-06-08T19:09:00.000Z
2662,Haven Protocol,XHV,haven-protocol,572,1,2018-04-23T23:39:25.000Z,2022-06-08T19:09:00.000Z
2665,Dero,DERO,dero,324,1,2018-04-23T23:14:24.000Z,2022-06-08T19:09:00.000Z
2666,Effect Network,EFX,effect-ai,1427,1,2018-04-24T00:54:24.000Z,2022-06-08T19:09:00.000Z
2667,FintruX Network,FTX,fintrux-network,1697,1,2018-04-23T23:14:24.000Z,2022-06-08T19:09:00.000Z
2673,WeOwn,CHX,we-own,1617,1,2018-04-25T22:44:27.000Z,2022-06-08T19:09:00.000Z
2674,Masari,MSR,masari,2137,1,2018-04-25T22:44:27.000Z,2022-06-08T19:09:00.000Z
2675,Dock,DOCK,dock,656,1,2018-04-25T22:44:27.000Z,2022-06-08T19:09:00.000Z
2676,PHI Token,PHI,phi-token,1780,1,2018-04-25T22:44:27.000Z,2022-06-08T19:09:00.000Z
2677,Linker Coin,LNC,linker-coin,994,1,2018-04-25T22:44:27.000Z,2022-06-08T19:09:00.000Z
2679,Decentralized Machine Learning,DML,decentralized-machine-learning,2363,1,2018-04-30T22:14:25.000Z,2022-06-08T19:09:00.000Z
2682,Holo,HOT,holo,91,1,2018-04-30T22:14:25.000Z,2022-06-08T19:09:00.000Z
2685,Zebi Token,ZEBI,zebi-token,2111,1,2018-04-30T21:49:25.000Z,2022-06-08T19:09:00.000Z
2686,Lendingblock,LND,lendingblock,1516,1,2018-05-01T11:54:25.000Z,2022-06-08T19:09:00.000Z
2688,Vipstar Coin,VIPS,vipstar-coin,2245,1,2018-05-01T11:54:25.000Z,2022-06-08T19:09:00.000Z
2689,Rublix,RBLX,rublix,1644,1,2018-05-01T11:54:25.000Z,2022-06-08T19:09:00.000Z
2690,Biotron,BTRN,biotron,2452,1,2018-05-01T11:54:25.000Z,2022-06-08T19:09:00.000Z
2691,Penta,PNT,penta,2456,1,2018-05-01T11:54:25.000Z,2022-06-08T19:09:00.000Z
2694,Nexo,NEXO,nexo,70,1,2018-05-01T23:14:26.000Z,2022-06-08T19:09:00.000Z
2696,DAEX,DAX,daex,1310,1,2018-05-02T22:34:25.000Z,2022-06-08T19:09:00.000Z
2698,Hydro,HYDRO,hydro,1883,1,2018-05-03T17:44:25.000Z,2022-06-08T19:09:00.000Z
2699,Sharder,SS,sharder,2215,1,2018-05-03T17:44:25.000Z,2022-06-08T19:09:00.000Z
2700,Celsius,CEL,celsius,154,1,2018-05-03T17:44:25.000Z,2022-06-08T19:09:00.000Z
2704,Transcodium,TNS,transcodium,2465,1,2018-05-04T17:44:25.000Z,2022-06-08T19:09:00.000Z
2705,Amon,AMN,amon,1959,1,2018-05-03T17:49:25.000Z,2022-06-08T19:09:00.000Z
2709,Morpheus Labs,MITX,morpheus-labs,1003,1,2018-05-04T20:09:25.000Z,2022-06-08T19:09:00.000Z
2711,DOC.COM,MTC,doc-com,1448,1,2018-05-08T00:09:24.000Z,2022-06-08T19:09:00.000Z
2712,MyToken,MT,mytoken,4085,1,2018-05-08T00:09:24.000Z,2022-06-08T19:09:00.000Z
2713,KEY,KEY,key,4899,1,2018-05-08T00:09:24.000Z,2022-06-08T19:09:00.000Z
2717,BoutsPro,BOUTS,boutspro,2494,1,2018-05-10T15:54:25.000Z,2022-06-08T19:09:00.000Z
2723,FuzeX,FXT,fuzex,2167,1,2018-05-10T16:29:25.000Z,2022-06-08T19:09:00.000Z
2724,Zippie,ZIPT,zippie,7000,1,2018-05-15T16:39:26.000Z,2022-06-08T19:09:00.000Z
2725,Skrumble Network,SKM,skrumble-network,1765,1,2018-05-10T19:19:25.000Z,2022-06-08T19:09:00.000Z
2726,DAOstack,GEN,daostack,1725,1,2018-05-10T19:19:26.000Z,2022-06-08T19:09:00.000Z
2727,Bezant,BZNT,bezant,1935,1,2018-05-11T21:24:25.000Z,2022-06-08T19:09:00.000Z
2735,Content Neutrality Network,CNN,content-neutrality-network,2062,1,2018-05-15T15:49:26.000Z,2022-06-08T19:09:00.000Z
2737,Global Social Chain,GSC,global-social-chain,1575,1,2018-05-15T15:49:26.000Z,2022-06-08T19:09:00.000Z
2739,Digix Gold Token,DGX,digix-gold-token,1564,1,2018-05-15T15:49:26.000Z,2022-06-08T19:09:00.000Z
2741,Intelligent Investment Chain,IIC,intelligent-investment-chain,6757,1,2018-05-15T15:54:25.000Z,2022-06-08T19:09:00.000Z
2742,Sakura Bloom,SKB,sakura-bloom,1776,1,2018-05-15T15:54:25.000Z,2022-06-08T19:09:00.000Z
2745,Joint Ventures,JOINT,joint-ventures,2734,1,2018-09-17T19:59:17.000Z,2022-06-08T19:09:00.000Z
2746,GreenPower,GRN,greenpower,8372,1,2018-05-21T14:29:25.000Z,2022-06-08T19:09:00.000Z
2747,BlockMesh,BMH,blockmesh,2171,1,2018-05-21T14:29:25.000Z,2022-06-08T19:09:00.000Z
2748,Oxen,OXEN,oxen,592,1,2018-05-21T14:29:25.000Z,2022-06-08T19:09:00.000Z
2752,Datarius Credit,DTRC,datarius-credit,2222,1,2018-05-21T14:29:26.000Z,2022-06-08T19:09:00.000Z
2757,Callisto Network,CLO,callisto-network,803,1,2018-05-22T17:04:26.000Z,2022-06-08T19:09:00.000Z
2758,Unibright,UBT,unibright,428,1,2018-05-21T14:34:25.000Z,2022-06-08T19:09:00.000Z
2759,Patron,PAT,patron,1379,1,2018-05-22T17:04:26.000Z,2022-06-08T19:09:00.000Z
2760,Cred,LBA,libra-credit,1430,1,2018-05-22T17:04:26.000Z,2022-06-08T19:09:00.000Z
2762,Open Platform,OPEN,open-platform,1585,1,2018-05-22T17:04:27.000Z,2022-06-08T19:09:00.000Z
2763,Morpheus.Network,MNW,morpheus-network,601,1,2018-05-22T17:04:26.000Z,2022-06-08T19:09:00.000Z
2764,Silent Notary,UBSN,silent-notary,2991,1,2018-05-22T17:39:25.000Z,2022-06-08T19:09:00.000Z
2765,XYO,XYO,xyo,192,1,2018-05-22T17:04:27.000Z,2022-06-08T19:09:00.000Z
2766,Cryptaur,CPT,cryptaur,1290,1,2018-06-05T15:19:49.000Z,2022-06-08T19:09:00.000Z
2771,RED,RED,red,1951,1,2018-05-23T19:44:26.000Z,2022-06-08T19:09:00.000Z
2772,Digitex,DGTX,digitex,2495,1,2018-05-23T19:44:26.000Z,2022-06-08T19:09:00.000Z
2775,Faceter,FACE,faceter,1761,1,2018-05-28T19:44:41.000Z,2022-06-08T19:09:00.000Z
2776,Travala.com,AVA,travala,483,1,2018-05-28T19:44:41.000Z,2022-06-08T19:09:00.000Z
2777,IoTeX,IOTX,iotex,107,1,2018-05-25T15:49:26.000Z,2022-06-08T19:09:00.000Z
2780,NKN,NKN,nkn,339,1,2018-05-28T19:44:41.000Z,2022-06-08T19:09:00.000Z
2827,Phantasma,SOUL,phantasma,533,1,2018-05-28T19:44:42.000Z,2022-06-08T19:09:00.000Z
2828,SPINDLE,SPD,spindle,2103,1,2018-05-28T19:44:41.000Z,2022-06-08T19:09:00.000Z
2829,REPO,REPO,repo,1207,1,2018-05-28T19:44:42.000Z,2022-06-08T19:09:00.000Z
2830,Seele-N,SEELE,seele,940,1,2018-05-31T21:39:41.000Z,2022-06-08T19:09:00.000Z
2835,Endor Protocol,EDR,endor-protocol,1674,1,2018-05-31T22:04:42.000Z,2022-06-08T19:09:00.000Z
2836,Bigbom,BBO,bigbom,2250,1,2018-06-04T15:14:49.000Z,2022-06-08T19:09:00.000Z
2837,0xBitcoin,0xBTC,0xbtc,1070,1,2018-06-04T15:14:49.000Z,2022-06-08T19:09:00.000Z
2838,Plian,PI,pchain,1048,1,2018-06-04T15:14:49.000Z,2022-06-08T19:09:00.000Z
2840,QuarkChain,QKC,quarkchain,295,1,2018-06-04T16:59:49.000Z,2022-06-08T19:09:00.000Z
2843,Ether Zero,ETZ,ether-zero,2119,1,2018-06-05T15:44:49.000Z,2022-06-08T19:09:00.000Z
2846,FuturoCoin,FTO,futurocoin,8173,1,2018-06-07T22:59:49.000Z,2022-06-08T19:09:00.000Z
2847,Abyss,ABYSS,abyss,984,1,2018-06-07T22:59:49.000Z,2022-06-08T19:09:00.000Z
2850,TRAXIA,TM2,traxia,2440,1,2018-06-08T00:09:50.000Z,2022-06-08T19:09:00.000Z
2852,Engine,EGCC,engine,8373,1,2018-06-08T21:24:50.000Z,2022-06-08T19:09:00.000Z
2855,CBC.network,CBC,cbc-network,1217,1,2018-06-11T23:14:49.000Z,2022-06-08T19:09:00.000Z
2856,CEEK VR,CEEK,ceek-vr,174,1,2018-06-11T23:14:49.000Z,2022-06-08T19:09:00.000Z
2859,XMax,XMX,xmax,1719,1,2018-06-15T03:49:49.000Z,2022-06-08T19:09:00.000Z
2861,GoChain,GO,gochain,715,1,2018-06-13T20:49:50.000Z,2022-06-08T19:09:00.000Z
2862,Smartshare,SSP,smartshare,2276,1,2018-06-15T03:49:49.000Z,2022-06-08T19:09:00.000Z
2865,Trittium,TRTT,trittium,1539,1,2018-07-13T22:49:21.000Z,2022-06-08T19:09:00.000Z
2866,Sentinel Protocol,UPP,sentinel-protocol,472,1,2018-06-18T15:34:49.000Z,2022-06-08T19:09:00.000Z
2868,Constellation,DAG,constellation,269,1,2018-06-20T19:59:49.000Z,2022-06-08T19:09:00.000Z
2869,Merculet,MVP,merculet,1855,1,2018-06-20T19:59:49.000Z,2022-06-08T19:09:00.000Z
2870,FantasyGold,FGC,fantasygold,2464,1,2018-06-20T19:59:49.000Z,2022-06-08T19:09:00.000Z
2873,Metronome,MET,metronome,625,1,2018-06-26T17:39:30.000Z,2022-06-08T19:09:00.000Z
2874,Aurora,AOA,aurora,1092,1,2018-06-26T17:39:30.000Z,2022-06-08T19:09:00.000Z
2876,Ternio,TERN,ternio,7880,1,2018-06-27T19:54:34.000Z,2022-06-08T19:09:00.000Z
2878,DigiFinexToken,DFT,digifinextoken,3298,1,2018-06-27T19:54:34.000Z,2022-06-08T19:09:00.000Z
2879,Origin Sport,ORS,origin-sport,1412,1,2018-06-27T19:54:34.000Z,2022-06-08T19:09:00.000Z
2880,Rate3,RTE,rate3,2335,1,2018-06-27T19:54:34.000Z,2022-06-08T19:09:00.000Z
2882,0Chain,ZCN,0chain,768,1,2018-07-02T20:34:03.000Z,2022-06-08T19:09:00.000Z
2883,ZINC,ZINC,zinc,2682,1,2018-07-04T03:14:02.000Z,2022-06-08T19:09:00.000Z
2885,Egretia,EGT,egretia,1421,1,2018-07-02T20:34:03.000Z,2022-06-08T19:09:00.000Z
2889,Bob's Repair,BOB,bobs-repair,1590,1,2018-07-03T21:49:03.000Z,2022-06-08T19:09:00.000Z
2890,KanadeCoin,KNDC,kanadecoin,1557,1,2018-07-03T21:49:03.000Z,2022-06-08T19:09:00.000Z
2891,Cardstack,CARD,cardstack,888,1,2018-07-03T21:49:03.000Z,2022-06-08T19:09:00.000Z
2894,OTCBTC Token,OTB,otcbtc-token,5275,1,2018-07-05T18:24:07.000Z,2022-06-08T19:09:00.000Z
2896,Hifi Finance,MFT,mainframe,402,1,2018-07-05T16:19:04.000Z,2022-06-08T19:09:00.000Z
2898,GoNetwork,GOT,gonetwork,2367,1,2018-07-05T18:24:07.000Z,2022-06-08T19:09:00.000Z
2900,Project Pai,PAI,project-pai,1210,1,2018-07-05T18:24:07.000Z,2022-06-08T19:09:00.000Z
2901,FansTime,FTI,fanstime,2117,1,2018-07-06T20:49:06.000Z,2022-06-08T19:09:00.000Z
2906,Essentia,ESS,essentia,1621,1,2018-07-06T20:49:07.000Z,2022-06-08T19:09:00.000Z
2907,Karatgold Coin,KBC,karatgold-coin,8374,1,2018-07-06T20:49:07.000Z,2022-06-08T19:09:00.000Z
2908,HashCoin,HSC,hashcoin,2231,1,2018-07-10T01:04:18.000Z,2022-06-08T19:09:00.000Z
2909,LikeCoin,LIKE,likecoin,1174,1,2018-07-10T01:04:18.000Z,2022-06-08T19:09:00.000Z
2912,TENT,TENT,tent,1266,1,2018-07-10T01:04:18.000Z,2022-06-08T19:09:00.000Z
2913,Databroker,DTX,databroker,1347,1,2018-07-11T03:49:23.000Z,2022-06-08T19:09:00.000Z
2914,BeeKan,BKBT,beekan,7807,1,2018-07-11T03:49:23.000Z,2022-06-08T19:09:00.000Z
2915,Moss Coin,MOC,moss-coin,430,1,2018-07-11T03:49:23.000Z,2022-06-08T19:09:00.000Z
2916,Nimiq,NIM,nimiq,738,1,2018-07-26T15:04:30.000Z,2022-06-08T19:09:00.000Z
2920,0xcert,ZXC,0xcert,2267,1,2018-07-12T06:44:18.000Z,2022-06-08T19:09:00.000Z
2921,OneLedger,OLT,oneledger,687,1,2018-07-12T16:14:24.000Z,2022-06-08T19:09:00.000Z
2927,sUSD,SUSD,susd,293,1,2018-07-13T16:04:20.000Z,2022-06-08T19:09:00.000Z
2929,Truegame,TGAME,tgame,2479,1,2018-07-18T01:34:14.000Z,2022-06-08T19:09:00.000Z
2930,Everipedia,IQ,everipedia,365,1,2018-07-13T20:04:15.000Z,2022-06-08T19:09:00.000Z
2933,BitMart Token,BMX,bitmart-token,455,1,2018-07-13T22:54:17.000Z,2022-06-08T19:09:00.000Z
2934,BitKan,KAN,bitkan,749,1,2018-07-30T18:39:23.000Z,2022-06-08T19:09:00.000Z
2937,VITE,VITE,vite,706,1,2018-07-18T01:34:15.000Z,2022-06-08T19:09:00.000Z
2938,Hashgard,GARD,hashgard,1797,1,2018-07-18T01:34:14.000Z,2022-06-08T19:09:00.000Z
2941,CoinEx Token,CET,coinex-token,569,1,2018-10-23T23:49:28.000Z,2022-06-08T19:09:00.000Z
2943,Rocket Pool,RPL,rocket-pool,234,1,2018-07-18T01:34:15.000Z,2022-06-08T19:09:00.000Z
2944,Elysian,ELY,elysian,2404,1,2018-07-19T16:29:18.000Z,2022-06-08T19:09:00.000Z
2945,ContentBox,BOX,contentbox,1691,1,2018-07-19T16:29:19.000Z,2022-06-08T19:09:00.000Z
2947,SoPay,SOP,sopay,4865,1,2018-07-19T16:29:17.000Z,2022-06-08T19:09:00.000Z
2949,Kryll,KRL,kryll,661,1,2018-07-19T16:29:18.000Z,2022-06-08T19:09:00.000Z
2950,LemoChain,LEMO,lemochain,4997,1,2018-07-19T16:29:17.000Z,2022-06-08T19:09:00.000Z
2955,Cosmo Coin,COSM,cosmo-coin,2239,1,2018-07-23T11:54:20.000Z,2022-06-08T19:09:00.000Z
2958,TurtleCoin,TRTL,turtlecoin,1653,1,2018-07-23T11:54:17.000Z,2022-06-08T19:09:00.000Z
2960,Tourist Token,TOTO,tourist-token,2610,1,2018-07-25T17:39:19.000Z,2022-06-08T19:09:00.000Z
2965,VikkyToken,VIKKY,vikkytoken,2355,1,2018-07-25T17:39:22.000Z,2022-06-08T19:09:00.000Z
2966,Fox Trading,FOXT,fox-trading,2601,1,2018-07-25T17:39:17.000Z,2022-06-08T19:09:00.000Z
2970,LocalCoinSwap,LCS,local-coin-swap,1764,1,2018-07-25T17:44:18.000Z,2022-06-08T19:09:00.000Z
2972,ZPER,ZPR,zper,2521,1,2018-07-25T17:44:24.000Z,2022-06-08T19:09:00.000Z
2976,Ryo Currency,RYO,ryo-currency,1469,1,2018-07-27T01:29:34.000Z,2022-06-08T19:09:00.000Z
2977,BitRewards,BIT,bitrewards,2540,1,2018-07-25T17:44:18.000Z,2022-06-08T19:09:00.000Z
2978,AceD (old),ACED,aced,2614,1,2018-07-30T18:39:27.000Z,2022-06-08T19:09:00.000Z
2980,WABnetwork,WAB,wabnetwork,2408,1,2018-07-27T01:29:34.000Z,2022-06-08T19:09:00.000Z
2982,MVL,MVL,mvl,237,1,2018-07-27T01:29:34.000Z,2022-06-08T19:09:00.000Z
2984,Newton Coin Project,NCP,newton-coin-project,2793,1,2018-07-27T01:29:34.000Z,2022-06-08T19:09:00.000Z
2986,DACC,DACC,dacc,8375,1,2018-07-27T01:29:35.000Z,2022-06-08T19:09:00.000Z
2987,ThingsOperatingSystem,TOS,thingsoperatingsystem,7969,1,2018-07-27T02:09:33.000Z,2022-06-08T19:09:00.000Z
2988,Pigeoncoin,PGN,pigeoncoin,2015,1,2018-07-30T18:39:27.000Z,2022-06-08T19:09:00.000Z
2989,STASIS EURO,EURS,stasis-euro,245,1,2018-07-30T18:44:22.000Z,2022-06-08T19:09:00.000Z
2990,EXMR FDN,EXMR,exmr-fdn,5543,1,2018-08-01T19:09:24.000Z,2022-06-08T19:09:00.000Z
2991,NIX,NIX,nix,2009,1,2018-07-28T19:09:34.000Z,2022-06-08T19:09:00.000Z
2992,Apollo Currency,APL,apollo-currency,742,1,2018-07-28T19:09:35.000Z,2022-06-08T19:09:00.000Z
2994,Bitcoin File,BIFI,bitcoin-file,5382,1,2018-07-28T20:14:31.000Z,2022-06-08T19:09:00.000Z
2998,Vexanium,VEX,vexanium,1405,1,2018-07-31T17:19:20.000Z,2022-06-08T19:09:00.000Z
3004,Volt,ACDC,volt,7896,1,2018-07-31T17:19:29.000Z,2022-06-08T19:09:00.000Z
3006,Niobio,NBR,niobio,7403,1,2018-07-31T17:19:26.000Z,2022-06-08T19:09:00.000Z
3008,Vivid Coin,VIVID,vivid-coin,2427,1,2018-08-01T19:09:29.000Z,2022-06-08T19:09:00.000Z
3011,BitScreener Token,BITX,bitscreener-token,2444,1,2018-07-31T18:39:23.000Z,2022-06-08T19:09:00.000Z
3012,VeThor Token,VTHO,vethor-token,297,1,2018-07-30T19:19:28.000Z,2022-06-08T19:09:00.000Z
3013,PRiVCY,PRIV,privcy,7505,1,2018-07-31T18:39:23.000Z,2022-06-08T19:09:00.000Z
3016,NeuroChain,NCC,neurochain,2202,1,2018-08-01T19:09:25.000Z,2022-06-08T19:09:00.000Z
3018,Kalkulus,KLKS,kalkulus,2704,1,2018-08-01T19:09:26.000Z,2022-06-08T19:09:00.000Z
3020,BHPCoin,BHP,bhp-coin,1045,1,2018-08-03T19:24:29.000Z,2022-06-08T19:09:00.000Z
3023,Semux,SEM,semux,2685,1,2018-08-02T21:54:25.000Z,2022-06-08T19:09:00.000Z
3024,Arionum,ARO,arionum,2457,1,2018-08-01T21:04:22.000Z,2022-06-08T19:09:00.000Z
